gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
DNAH9,5.17320336,0.825772577,0.229027255,3.605564658,0.000311475,0.000371827
ZNF18,54.84719878,4.337194785,0.255883452,16.94988382,1.93E-64,6.71E-64
MAP2K4,29.63995165,3.315245598,0.225802347,14.68206882,8.40E-49,2.26E-48
ELAC2,7.946823059,1.471001393,0.237510918,6.193405369,5.89E-10,8.09E-10
HS3ST3A1,15.04086086,2.139422294,0.232807438,9.189664699,3.94E-20,6.56E-20
COX10-AS1,59.79876635,4.441924061,0.224395653,19.79505399,3.28E-87,1.61E-86
HS3ST3B1,17.08876346,2.595019449,0.243399502,10.66156435,1.54E-26,2.87E-26
PMP22,1.81321764,-1.393371555,0.128000714,-10.88565452,1.35E-27,2.56E-27
TVP23C,45.16540779,4.024624293,0.257073064,15.65556591,3.04E-55,9.13E-55
ZNF286A,11.47927707,2.055171436,0.237324253,8.659761541,4.73E-18,7.56E-18
ZSWIM7,5.235791053,0.693999773,0.210904292,3.290591045,0.000999771,0.001173255
TTC19,28.93885955,3.308209752,0.249588808,13.25463981,4.24E-40,9.76E-40
NCOR1,11.30659549,1.724780309,0.229204093,7.52508512,5.27E-14,7.88E-14
PIGL,19.90157808,2.842083588,0.233547058,12.16921167,4.53E-34,9.51E-34
CENPV,19.00171507,2.751568992,0.232489295,11.83525027,2.57E-32,5.24E-32
UBB,20.82814513,1.389964781,0.222288133,6.252986893,4.03E-10,5.56E-10
ZNF624,56.35117924,4.399243498,0.251365079,17.50141078,1.40E-68,5.23E-68
CCDC144A,11.9836093,2.101176906,0.228741932,9.185796781,4.08E-20,6.80E-20
MPRIP,5.628820963,0.598480521,0.216663439,2.762258936,0.005740293,0.00655999
MPRIP-AS1,31.9172247,3.571130478,0.263134649,13.57149463,5.91E-42,1.41E-41
FLCN,20.39903225,2.847878975,0.259374003,10.97981657,4.78E-28,9.11E-28
COPS3,99.63214394,4.941470043,0.237275789,20.8258502,2.52E-96,1.42E-95
MED9,33.66597203,3.648068015,0.200407656,18.20323678,4.86E-74,1.97E-73
PEMT,7.322982071,1.296727963,0.222809278,5.819901114,5.89E-09,7.93E-09
RAI1,5.224914383,0.802258758,0.228037416,3.518101419,0.000434646,0.000516763
SMCR5,24.88061866,3.193394606,0.246187438,12.97139544,1.78E-38,3.99E-38
SREBF1,250.4675797,6.549472,0.190736273,34.33784204,2.14E-258,5.68E-257
TOM1L2,6.93701394,1.220720192,0.229641844,5.3157568,1.06E-07,1.39E-07
ATPAF2,21.61064698,2.945504123,0.241353451,12.20411022,2.96E-34,6.22E-34
DRG2,26.44389185,3.160130459,0.25622226,12.33355158,5.98E-35,1.27E-34
ALKBH5,2.286315581,-0.831844421,0.150660248,-5.521326497,3.36E-08,4.45E-08
LLGL1,39.30067399,3.852468421,0.229839826,16.76153555,4.66E-63,1.58E-62
FLII,9.889118068,1.664020281,0.223381773,7.449221385,9.39E-14,1.40E-13
TOP3A,36.86756001,3.752417154,0.163115414,23.00467541,4.19E-117,2.99E-116
SMCR8,51.66130104,4.272580908,0.240190086,17.78833163,8.70E-71,3.36E-70
SHMT1,34.49450516,3.641486465,0.246171741,14.79246339,1.64E-49,4.48E-49
FOXO3B,7.02157374,1.290766862,0.242428866,5.324311765,1.01E-07,1.32E-07
TRIM16L,15.63319434,2.452823734,0.242269043,10.12437951,4.31E-24,7.69E-24
PRPSAP2,106.9309997,5.307281483,0.236952192,22.39811092,4.11E-111,2.75E-110
EPN2,48.55553553,4.037639082,0.253727233,15.91330594,5.12E-57,1.58E-56
B9D1,4.07886236,0.394227826,0.181328233,2.174111659,0.029696751,0.032916296
ALDH3A2,16.61738913,2.500805008,0.266874438,9.370717665,7.20E-21,1.22E-20
ULK2,5.091183924,0.776944225,0.204287248,3.803194927,0.000142842,0.000172298
AKAP10,10.91872638,1.898043712,0.259571034,7.312232349,2.63E-13,3.88E-13
SPECC1,23.57214424,3.057112461,0.185130723,16.51326377,2.95E-61,9.73E-61
USP22,1022.845368,8.380498049,0.156079259,53.69386109,0,0
DHRS7B,6.984492512,1.239599686,0.224027797,5.533240536,3.14E-08,4.16E-08
TMEM11,1.839423265,-1.400376881,0.128458456,-10.90139894,1.13E-27,2.15E-27
MTRNR2L1,9.254491479,1.735511164,0.247064945,7.02451401,2.15E-12,3.12E-12
WSB1,31.04959541,3.39950788,0.152793976,22.24896536,1.15E-109,7.62E-109
LYRM9,25.12797193,3.219990606,0.261233486,12.32610207,6.55E-35,1.39E-34
NLK,5.244651834,0.773722953,0.222875658,3.471545351,0.000517472,0.000614095
TMEM97,13.24370011,2.227601593,0.242166887,9.198621747,3.63E-20,6.04E-20
TNFAIP1,6.057023267,1.047808959,0.212839373,4.923003419,8.52E-07,1.09E-06
POLDIP2,22.24310373,2.916443344,0.237603199,12.27442795,1.24E-34,2.63E-34
TMEM199,75.11532696,4.70238578,0.209256095,22.47191784,7.81E-112,5.27E-111
UNC119,5.135773426,0.77207457,0.218923526,3.526686161,0.000420795,0.000500569
ALDOC,20.86597488,2.944196375,0.177356935,16.6004018,6.92E-62,2.32E-61
SPAG5,21.62582505,2.942157956,0.255733621,11.50477575,1.25E-30,2.49E-30
KIAA0100,58.88126348,4.357981473,0.254369435,17.13248872,8.49E-66,3.03E-65
SDF2,175.935379,5.800531099,0.194222925,29.86532661,5.55E-196,8.80E-195
SUPT6H,1.686357019,-1.424414351,0.133657572,-10.65719154,1.61E-26,3.01E-26
RAB34,10.96586637,1.357841918,0.212984633,6.375304636,1.83E-10,2.54E-10
RPL23A,5.850075816,-2.613533985,0.167428475,-15.60985358,6.24E-55,1.86E-54
TLCD1,32.60651676,3.601282684,0.259970605,13.85265341,1.23E-43,3.02E-43
NEK8,226.322346,6.392132917,0.214143912,29.84970641,8.86E-196,1.40E-194
TRAF4,54.72221723,4.251859778,0.220372818,19.29393929,6.04E-83,2.81E-82
FAM222B,15.55395841,2.402414259,0.214689874,11.19016103,4.56E-29,8.83E-29
ERAL1,59.61388062,4.42593191,0.256952675,17.22469675,1.73E-66,6.25E-66
FLOT2,397.0257091,7.215991687,0.177164084,40.73055633,0,0
PHF12,13.26762418,2.250336087,0.229625265,9.800036965,1.13E-22,1.96E-22
MYO18A,8.238346199,1.521679232,0.238260522,6.386619238,1.70E-10,2.36E-10
NUFIP2,10.19538726,1.716192373,0.234724351,7.311522507,2.64E-13,3.90E-13
TAOK1,224.7933234,6.246673694,0.147031338,42.48532164,0,0
ABHD15,7.886015709,1.479854525,0.236496663,6.257401286,3.91E-10,5.41E-10
GIT1,18.53174996,2.687162543,0.232015564,11.58182019,5.10E-31,1.02E-30
ANKRD13B,46.40072355,4.083970888,0.255287747,15.99752021,1.33E-57,4.14E-57
SSH2,9.032107827,1.527446075,0.225768807,6.76553194,1.33E-11,1.90E-11
NSRP1,5.460985102,0.563327636,0.201685792,2.793095289,0.005220631,0.005976457
SLC6A4,12.14089775,2.129067245,0.239200621,8.900759693,5.55E-19,9.02E-19
BLMH,4.457046943,0.47213796,0.212352799,2.223365842,0.026191141,0.029125685
CPD,177.1811598,6.028022152,0.194413675,31.00616328,4.45E-211,8.09E-210
GOSR1,27.59354798,3.20651381,0.225728808,14.20515991,8.51E-46,2.18E-45
CRLF3,17.20706072,2.500282421,0.208501989,11.9916478,3.93E-33,8.13E-33
ATAD5,25.60370765,3.159029528,0.231426452,13.65025261,2.01E-42,4.86E-42
NF1,49.33513626,4.026476628,0.250387651,16.08097131,3.47E-58,1.09E-57
OMG,42.34112084,3.971652915,0.222501824,17.84997913,2.89E-71,1.12E-70
EVI2A,9.398833626,1.725982835,0.176775395,9.76370515,1.61E-22,2.80E-22
RAB11FIP4,6.936555179,1.297991386,0.234888648,5.525986024,3.28E-08,4.34E-08
COPRS,14.22655558,2.041107889,0.234804901,8.692782321,3.54E-18,5.67E-18
UTP6,36.82985548,3.603526282,0.245793646,14.66077884,1.15E-48,3.09E-48
SUZ12,104.8558304,5.126721713,0.238615443,21.48528886,2.14E-102,1.30E-101
LRRC37B,42.4226681,3.952811111,0.229098636,17.25375225,1.05E-66,3.80E-66
RHOT1,7.012510502,1.273030012,0.220905774,5.762773815,8.27E-09,1.11E-08
RHBDL3,1.840959714,-1.100062648,0.139231731,-7.900947857,2.77E-15,4.23E-15
ZNF207,6.078810539,0.802605346,0.228027512,3.519774161,0.000431914,0.000513572
CDK5R1,15.08039929,2.452536892,0.19618229,12.50131644,7.34E-36,1.59E-35
TMEM98,22.57650685,2.957009581,0.244343368,12.10186141,1.03E-33,2.15E-33
CCT6B,39.2610353,3.872780751,0.256868815,15.07688176,2.30E-51,6.48E-51
ZNF830,56.98998905,4.372646309,0.259808627,16.83025831,1.46E-63,5.02E-63
LIG3,38.64135608,3.838365996,0.234965822,16.33584818,5.49E-60,1.78E-59
RFFL,8.331789979,1.4805188,0.232705738,6.362192915,1.99E-10,2.76E-10
NLE1,1.646253712,-1.289486896,0.146738161,-8.787672431,1.53E-18,2.46E-18
SLFN5,6.432747989,0.983542841,0.212144853,4.636185255,3.55E-06,4.45E-06
SLFN13,4.017644763,0.422746535,0.20534163,2.058747339,0.039518449,0.043514336
AP2B1,14.56289792,2.16750182,0.260671627,8.315066143,9.17E-17,1.43E-16
TAF15,57.1018945,4.155292648,0.243916189,17.03573944,4.46E-65,1.57E-64
RASL10B,21.34858334,2.980459322,0.242636052,12.28366229,1.11E-34,2.35E-34
CCL5,70.81672922,4.730882505,0.239079845,19.78787674,3.79E-87,1.86E-86
RDM1,18.35544344,2.754809157,0.2138819,12.8800481,5.83E-38,1.30E-37
TBC1D3B,4.957797026,0.76989781,0.224937025,3.422726032,0.000619965,0.000733484
ZNHIT3,4.91479736,0.571385537,0.221093741,2.584358715,0.009756027,0.011050391
MYO19,4.625051694,0.491860054,0.216240948,2.274592572,0.022930382,0.025593858
PIGW,146.8974382,5.768029843,0.222804717,25.88827528,9.03E-148,9.18E-147
GGNBP2,71.73382931,4.544478973,0.259614612,17.50471186,1.32E-68,4.93E-68
DHRS11,26.65420549,3.305304212,0.268396229,12.31501731,7.52E-35,1.60E-34
LHX1,14.61381019,2.42105642,0.251714494,9.618263872,6.70E-22,1.15E-21
ACACA,120.9479738,5.412466232,0.228455634,23.69154191,4.41E-124,3.41E-123
C17orf78,4.84097259,0.734179907,0.216961096,3.383924214,0.000714577,0.000843491
TADA2A,46.61190344,4.018903822,0.224937524,17.86675583,2.14E-71,8.33E-71
DUSP14,17.44318693,2.397257929,0.241054549,9.944877366,2.66E-23,4.68E-23
SYNRG,5.482843517,0.878637987,0.229243147,3.832777548,0.000126705,0.000153054
MRPL45,12.90821162,2.128315491,0.195373963,10.89354723,1.24E-27,2.35E-27
ARHGAP23,205.0137494,6.166054851,0.269483155,22.88104003,7.18E-116,5.04E-115
SRCIN1,18.49480661,2.767602681,0.265266354,10.43329709,1.75E-25,3.20E-25
MLLT6,25.64610459,3.249251367,0.257103387,12.63791739,1.30E-36,2.85E-36
PCGF2,5.218757368,0.697870286,0.165724979,4.211014491,2.54E-05,3.12E-05
PSMB3,6.817274491,0.440867154,0.210069265,2.098675184,0.035845544,0.03955019
PIP4K2B,7.892319085,1.433360074,0.237560546,6.033662143,1.60E-09,2.18E-09
RPL23,43.77270503,2.049191899,0.227801973,8.995496716,2.35E-19,3.86E-19
LASP1,259.4970356,6.447230212,0.181682694,35.4862099,8.02E-276,2.40E-274
LINC00672,6.707751335,1.24228266,0.228893128,5.427347988,5.72E-08,7.52E-08
RPL19,40.59387186,0.426844592,0.198298987,2.152530372,0.031355606,0.034691648
STAC2,9.504901662,1.751772756,0.237921741,7.362810762,1.80E-13,2.67E-13
MED1,2.062452609,-0.900559431,0.14882403,-6.051169483,1.44E-09,1.96E-09
CDK12,42.02387902,3.789116901,0.21917889,17.28778217,5.81E-67,2.11E-66
STARD3,91.9401313,5.046552633,0.246851217,20.44370164,6.84E-93,3.62E-92
ERBB2,5.143968,0.815563064,0.218183858,3.737962429,0.000185518,0.000223007
MIEN1,20.17580423,2.664704058,0.258022407,10.32741337,5.30E-25,9.61E-25
GSDMB,29.58615919,3.411945701,0.173234874,19.69548982,2.36E-86,1.15E-85
ORMDL3,137.0151847,5.666724528,0.229434882,24.69861806,1.11E-134,9.77E-134
PSMD3,14.70115633,2.160943504,0.233957773,9.236468067,2.55E-20,4.26E-20
MED24,1.755973833,-1.271016762,0.134444604,-9.453832457,3.27E-21,5.55E-21
THRA,58.85814129,4.39996564,0.232721318,18.90658614,1.01E-79,4.43E-79
MSL1,1.902331636,-1.159927435,0.135286073,-8.573886528,1.00E-17,1.59E-17
CASC3,139.418677,5.608012337,0.205770563,27.25371528,1.50E-163,1.81E-162
RAPGEFL1,66.62870635,4.631527852,0.246794198,18.76676149,1.41E-78,6.14E-78
WIPF2,19.49617665,2.791611891,0.234275711,11.91592537,9.78E-33,2.01E-32
TOP2A,102.2698145,4.931569476,0.219122824,22.5059598,3.63E-112,2.46E-111
SMARCE1,7.971290481,1.305880349,0.210644777,6.199443276,5.67E-10,7.80E-10
KRT10,17.2376005,1.774240786,0.25135483,7.058709734,1.68E-12,2.44E-12
TMEM99,34.222014,3.598851354,0.246928545,14.57446465,4.08E-48,1.09E-47
HAP1,11.43654258,2.046275866,0.197409983,10.36561493,3.55E-25,6.47E-25
JUP,73.21222326,4.779186864,0.257923632,18.52946479,1.19E-76,5.04E-76
FKBP10,29.00792921,3.054951732,0.247580236,12.33923912,5.57E-35,1.19E-34
NT5C3B,5.13659388,0.718488799,0.221192611,3.248249551,0.001161174,0.001360314
ACLY,55.8539539,4.320995414,0.231416304,18.67195762,8.37E-78,3.60E-77
TTC25,47.09030329,4.126989977,0.200132766,20.62126087,1.77E-94,9.57E-94
CNP,387.3828614,7.095816984,0.188401361,37.66330003,0,0
DNAJC7,14.8714662,2.109152429,0.234716699,8.985949619,2.57E-19,4.20E-19
NKIRAS2,11.59006867,1.95315319,0.235390584,8.297499248,1.06E-16,1.66E-16
KAT2A,9.188258346,1.681047247,0.198210677,8.481113489,2.23E-17,3.52E-17
STAT5B,65.77045253,4.601907107,0.256054804,17.97235212,3.21E-72,1.26E-71
STAT3,6.477930616,1.0446388,0.227496169,4.591896219,4.39E-06,5.50E-06
ATP6V0A1,8.850687074,1.555476847,0.225202561,6.907012251,4.95E-12,7.12E-12
COASY,44.46139064,4.03244196,0.281083655,14.34605636,1.13E-46,2.94E-46
MLX,15.15348432,2.314131865,0.235298711,9.834868439,7.97E-23,1.40E-22
PSMC3IP,22.23165746,2.956150015,0.244409933,12.09504858,1.12E-33,2.34E-33
TUBG1,23.48257493,2.895886107,0.258441349,11.20519655,3.84E-29,7.46E-29
TUBG2,74.6093193,4.754394539,0.256633292,18.52602404,1.27E-76,5.36E-76
CNTNAP1,20.18308574,2.887966517,0.25807061,11.190606,4.53E-29,8.79E-29
EZH1,2.335827925,-0.643678809,0.165507264,-3.889127253,0.000100605,0.000121906
RAMP2-AS1,192.9719527,6.183358354,0.236288021,26.16873389,6.03E-151,6.39E-150
VPS25,13.8174774,2.076002228,0.259845132,7.989382793,1.36E-15,2.08E-15
WNK4,18.25802713,2.721537482,0.233168408,11.6719821,1.77E-31,3.57E-31
COA3,5.127037104,0.50617781,0.216355263,2.339567818,0.019306066,0.021610704
BECN1,14.35392738,2.23282821,0.254715255,8.765977551,1.85E-18,2.98E-18
PSME3,21.35781476,2.830584023,0.263267388,10.75174575,5.82E-27,1.09E-26
AARSD1,9.392379017,1.611073398,0.232746552,6.922007575,4.45E-12,6.41E-12
RPL27,29.59554762,0.907888553,0.219288794,4.140150237,3.47E-05,4.25E-05
VAT1,21.56201535,2.743655177,0.222591229,12.3259806,6.56E-35,1.40E-34
RND2,2.087657044,-0.737301981,0.158832035,-4.642023137,3.45E-06,4.33E-06
BRCA1,13.6050394,2.13986966,0.23666291,9.041846298,1.54E-19,2.53E-19
NBR2,37.6473307,3.778689883,0.24465276,15.44511448,8.14E-54,2.38E-53
NBR1,4.931702816,0.699862481,0.219659075,3.186130516,0.001441895,0.001683011
TMEM106A,1.923537247,-0.887470607,0.162154224,-5.473003329,4.42E-08,5.84E-08
DHX8,30.57438893,3.411514912,0.239532305,14.24240004,5.00E-46,1.29E-45
ETV4,5.724861643,0.953383391,0.221392843,4.306297243,1.66E-05,2.05E-05
DUSP3,71.79741427,4.696609806,0.201097033,23.35494329,1.23E-120,9.16E-120
MPP3,35.92710457,3.655293105,0.270144656,13.53087328,1.03E-41,2.44E-41
MPP2,12.56786337,2.189756022,0.241323231,9.07395452,1.15E-19,1.89E-19
TMEM101,99.17669751,5.155742825,0.220088716,23.42574817,2.34E-121,1.75E-120
LSM12,14.44324981,2.218222848,0.247576949,8.959730942,3.25E-19,5.32E-19
HDAC5,44.05209213,3.987545135,0.224539597,17.75876145,1.47E-70,5.67E-70
C17orf53,40.06628847,3.903250517,0.224430884,17.3917709,9.52E-68,3.51E-67
ATXN7L3,54.20205806,4.277652316,0.252988388,16.90849275,3.90E-64,1.35E-63
UBTF,8.497856687,1.397930757,0.211563006,6.60763326,3.91E-11,5.52E-11
RUNDC3A,41.3106406,3.947225782,0.244868135,16.1198017,1.85E-58,5.86E-58
SLC25A39,123.0040886,5.360876936,0.2585335,20.73571486,1.65E-95,9.14E-95
GRN,5.428646048,0.699678962,0.212024181,3.299996066,0.000966862,0.001135371
GPATCH8,7.466558302,1.228054537,0.215705926,5.693188689,1.25E-08,1.67E-08
FZD2,27.33608823,3.318969868,0.229574733,14.45703467,2.26E-47,5.97E-47
CCDC43,7.533472943,1.343521163,0.23328276,5.759196114,8.45E-09,1.13E-08
DBF4B,43.89630214,4.02466354,0.239697683,16.79058176,2.86E-63,9.75E-63
GJC1,15.76037224,2.499574259,0.234101431,10.67731302,1.30E-26,2.43E-26
EFTUD2,15.00014583,2.389074533,0.249182674,9.587643034,9.01E-22,1.55E-21
KIF18B,8.519038518,1.573992611,0.224370496,7.015149667,2.30E-12,3.33E-12
DCAKD,57.83564203,4.383239729,0.217992881,20.10726085,6.37E-90,3.25E-89
NMT1,16.14913101,2.367094357,0.156075052,15.16638518,5.90E-52,1.68E-51
PLCD3,16.36018703,2.565787538,0.265683552,9.657306677,4.58E-22,7.90E-22
HEXIM1,40.41937466,3.840739077,0.253123734,15.17336605,5.31E-52,1.51E-51
PLEKHM1,5.229947916,0.804769261,0.227118007,3.54339698,0.000395008,0.000470511
MAPT,41.11563315,3.940552305,0.224795152,17.5295253,8.53E-69,3.20E-68
KANSL1,39.50454914,3.745996136,0.234671059,15.9627529,2.32E-57,7.20E-57
KANSL1-AS1,5.147835128,0.819147146,0.218357038,3.751411699,0.000175842,0.000211516
ARL17B,5.279866693,0.858141799,0.230123927,3.729042038,0.000192209,0.000230897
LRRC37A,49.12641891,4.198776337,0.221696449,18.93930355,5.41E-80,2.39E-79
LRRC37A2,74.50625638,4.783353636,0.22313445,21.43709155,6.03E-102,3.66E-101
ARL17A,52.881186,4.306674365,0.225755956,19.07668102,3.95E-81,1.78E-80
FAM215B,142.4301773,5.744303809,0.231834468,24.77760901,1.56E-135,1.40E-134
NSF,11.58558341,1.964804712,0.248194894,7.916378448,2.45E-15,3.74E-15
WNT3,7.913592652,1.480618499,0.21832739,6.781643392,1.19E-11,1.70E-11
WNT9B,13.27676757,2.264029681,0.253171643,8.942666947,3.80E-19,6.20E-19
GOSR2,2.011859369,-1.063990896,0.140191604,-7.589547925,3.21E-14,4.82E-14
CDC27,141.0589914,5.50549404,0.236096685,23.31881124,2.86E-120,2.12E-119
EFCAB13,13.74225372,2.305522574,0.250097634,9.218490147,3.01E-20,5.03E-20
NPEPPS,113.5757152,5.251622008,0.211310326,24.85265207,2.42E-136,2.20E-135
KPNB1,11.69966751,1.451224471,0.245896865,5.90176078,3.60E-09,4.86E-09
MRPL10,9.688224645,1.749735824,0.243328836,7.190828072,6.44E-13,9.44E-13
SCRN2,23.41729525,3.063508818,0.248713998,12.31739604,7.30E-35,1.55E-34
SP2,37.73451731,3.771046987,0.27241334,13.84310692,1.40E-43,3.45E-43
PNPO,5.609113955,0.911761068,0.235920194,3.864701252,0.000111225,0.00013464
CDK5RAP3,47.47998996,4.094417402,0.264665038,15.47018617,5.51E-54,1.62E-53
NFE2L1,6.284434988,1.019994006,0.234921159,4.341856692,1.41E-05,1.75E-05
SNX11,9.695242532,1.787762996,0.233484601,7.656877527,1.91E-14,2.87E-14
SKAP1,38.41598548,3.840197286,0.22782876,16.85562999,9.54E-64,3.28E-63
HOXB1,2.201763694,-0.628890672,0.16578757,-3.793352379,0.000148627,0.000179216
HOXB2,8.21749129,1.484263414,0.220029687,6.745741605,1.52E-11,2.17E-11
HOXB3,59.5097273,4.46783578,0.201357878,22.18853226,4.43E-109,2.91E-108
HOXB-AS3,13.55415248,2.290349155,0.235489238,9.725918566,2.34E-22,4.05E-22
HOXB4,27.1624818,3.331801587,0.199808625,16.67496383,1.99E-62,6.71E-62
HOXB5,51.10646359,4.257267656,0.279716454,15.21994003,2.61E-52,7.47E-52
HOXB6,69.97581282,4.69248487,0.195143674,24.04630795,9.12E-128,7.43E-127
HOXB7,5.323319923,0.84014487,0.225380007,3.727681445,0.000193249,0.000232121
HOXB-AS4,2.101371253,-0.711289987,0.160617492,-4.428471501,9.49E-06,1.18E-05
CALCOCO2,16.3808198,2.484081063,0.253750016,9.78948141,1.25E-22,2.18E-22
UBE2Z,8.620980868,1.419670327,0.242582119,5.852328826,4.85E-09,6.54E-09
SNF8,69.42257698,4.236697115,0.254712155,16.63327418,4.00E-62,1.34E-61
IGF2BP1,2.303361853,-0.579329973,0.175129259,-3.308013614,0.000939602,0.001103957
AC004797.1,115.7330247,5.37941114,0.219379369,24.52104391,8.81E-133,7.64E-132
ZNF652,88.13143342,4.941293076,0.219314112,22.53066635,2.08E-112,1.41E-111
PHB,18.14417817,2.136966688,0.234623125,9.1080821,8.39E-20,1.39E-19
NGFR,64.67480722,4.578378976,0.203697533,22.47635951,7.07E-112,4.77E-111
SPOP,9.226527982,1.600180615,0.236839772,6.756384706,1.41E-11,2.02E-11
SLC35B1,12.24843392,2.096237515,0.253624305,8.265128659,1.40E-16,2.17E-16
FAM117A,30.58680677,3.507210606,0.248037861,14.1398196,2.16E-45,5.49E-45
KAT7,8.281120673,1.489024815,0.226503892,6.573948046,4.90E-11,6.91E-11
ITGA3,51.68874461,4.011235547,0.245639125,16.32979089,6.06E-60,1.96E-59
PDK2,9.15679584,1.660848899,0.23337647,7.116608202,1.11E-12,1.61E-12
XYLT2,2.47060152,-0.479604391,0.162034822,-2.959884702,0.003077542,0.003554003
MRPL27,219.8579577,5.98046184,0.171982831,34.773598,6.10E-265,1.70E-263
EME1,14.56500833,2.410767823,0.212513611,11.34406317,7.94E-30,1.56E-29
LRRC59,44.43151381,3.601718873,0.245106954,14.6944785,6.99E-49,1.89E-48
RSAD1,1.888504988,-1.013471232,0.159944816,-6.336380619,2.35E-10,3.27E-10
SPATA20,1250.17484,8.839249817,0.156603151,56.44362692,0,0
ANKRD40,49.69262337,4.172310584,0.255749512,16.31405103,7.84E-60,2.53E-59
LUC7L3,52.53808362,3.974117575,0.22952814,17.31429346,3.67E-67,1.34E-66
TOB1,5.452473682,0.882304739,0.215666575,4.091059254,4.29E-05,5.25E-05
SPAG9,24.04145314,2.723911666,0.189971409,14.33853486,1.26E-46,3.28E-46
UTP18,28.93635082,3.240661595,0.238243196,13.6023259,3.88E-42,9.29E-42
TOM1L1,2.490545255,-0.464391286,0.178495216,-2.601701587,0.009276253,0.010512442
COX11,23.69720499,2.98458777,0.199555787,14.95615748,1.42E-50,3.95E-50
STXBP4,40.07494257,3.848020416,0.258888655,14.86361162,5.68E-50,1.56E-49
MMD,270.2954724,6.638772257,0.148653274,44.65944206,0,0
PCTP,475.6755576,7.43344621,0.188333404,39.46961106,0,0
NOG,11.31075416,2.025755006,0.244409938,8.288349567,1.15E-16,1.79E-16
DGKE,5.170011258,0.76349719,0.222062191,3.438213345,0.000585566,0.00069339
TRIM25,33.6803428,3.575254526,0.246413874,14.50914456,1.06E-47,2.81E-47
COIL,218.5854616,6.320512283,0.222996167,28.34359156,1.00E-176,1.37E-175
SCPEP1,5.690052165,0.864994526,0.175077165,4.940647318,7.79E-07,9.95E-07
AKAP1,53.93487345,4.260041475,0.210399658,20.24737833,3.75E-91,1.94E-90
CUEDC1,2.083279593,-0.98683124,0.132109635,-7.469790093,8.03E-14,1.20E-13
SRSF1,38.76811656,3.569008145,0.259734147,13.74100472,5.77E-43,1.40E-42
DYNLL2,74.73615142,4.6939569,0.19691495,23.83748368,1.37E-125,1.08E-124
MKS1,8.167932155,1.503169924,0.221464168,6.787418208,1.14E-11,1.63E-11
SUPT4H1,25.67872853,2.934110234,0.259059626,11.32600349,9.76E-30,1.91E-29
MTMR4,6.745836231,1.2049842,0.235471928,5.117315716,3.10E-07,4.01E-07
RAD51C,25.37461537,3.126433301,0.247121915,12.65138017,1.10E-36,2.41E-36
PPM1E,14.51378729,2.398753528,0.230244494,10.41828832,2.05E-25,3.74E-25
TRIM37,2.381117121,-0.563701201,0.172233364,-3.272892018,0.001064531,0.001247905
SKA2,69.24842679,4.335973031,0.250268881,17.32525843,3.03E-67,1.11E-66
PRR11,6.834293683,1.209369589,0.241216999,5.013616753,5.34E-07,6.86E-07
SMG8,34.08708422,3.654513705,0.265604408,13.75923587,4.48E-43,1.09E-42
GDPD1,10.06989635,1.86163441,0.239318292,7.778905634,7.32E-15,1.11E-14
YPEL2,21.24159232,2.962335978,0.252072872,11.75190315,6.90E-32,1.40E-31
DHX40,8.295747745,1.513248463,0.238892062,6.3344443,2.38E-10,3.31E-10
CLTC,15.43486622,1.933760628,0.230103153,8.40388585,4.32E-17,6.78E-17
PTRH2,51.17540072,4.112236245,0.232782632,17.66556294,7.72E-70,2.94E-69
VMP1,10.49960821,1.442354012,0.231876706,6.220348897,4.96E-10,6.83E-10
TUBD1,39.90484369,3.895934093,0.207045603,18.81679219,5.50E-79,2.40E-78
RPS6KB1,25.38403254,3.117890673,0.244063861,12.77489692,2.26E-37,4.99E-37
RNFT1,22.12763681,3.022773593,0.255410906,11.83494329,2.58E-32,5.26E-32
CA4,6.034610448,1.0777674,0.232827337,4.629041477,3.67E-06,4.61E-06
USP32,27.35023858,3.215995038,0.221398638,14.52581219,8.32E-48,2.21E-47
APPBP2,175.0473599,5.868520392,0.18922154,31.01401882,3.49E-211,6.35E-210
PPM1D,48.58097223,4.098568113,0.236802148,17.30798539,4.09E-67,1.49E-66
BCAS3,8.698095015,1.534613208,0.248341812,6.179439531,6.43E-10,8.83E-10
AC005884.1,11.67202296,2.081472597,0.2189572,9.506298951,1.98E-21,3.37E-21
BRIP1,2.223836629,-0.865190223,0.156792526,-5.51805783,3.43E-08,4.53E-08
MED13,66.2022904,4.505392294,0.171924735,26.20560843,2.29E-151,2.43E-150
TLK2,17.81404241,2.604143881,0.253926422,10.25550577,1.12E-24,2.02E-24
MRC2,46.05539634,3.938634657,0.256933646,15.32938452,4.87E-53,1.41E-52
TANC2,224.6699273,6.360106894,0.214153649,29.6988024,7.96E-194,1.23E-192
CYB561,42.2321162,3.924320105,0.242779042,16.16416339,9.03E-59,2.87E-58
TACO1,41.60808158,3.873143558,0.262405788,14.76013007,2.65E-49,7.21E-49
MAP3K3,8.181767216,1.462031892,0.216713075,6.746394488,1.52E-11,2.16E-11
STRADA,12.74841526,2.150385702,0.24942149,8.62149329,6.61E-18,1.05E-17
LIMD2,4.834643625,0.639335888,0.215842848,2.962043421,0.003056047,0.003529555
DDX42,28.27693213,3.277557567,0.270411871,12.12061271,8.21E-34,1.72E-33
FTSJ3,71.67690719,4.685808635,0.220898327,21.21251297,7.32E-100,4.30E-99
